Subject,subject_id
"Benjamin, J. P. (Judah Philip), 1811-1884",1151
Confederate States of America. Navy,1152
Confederate States of America. Congress,1153
"Yancey, William Lowndes, 1814-1863",1154
"Kelley, Benjamin F., 1807-1891",1155
"Keyes, Erasmus D. (Erasmus Darwin), 1810-1895",1156
"Porter, Fitz-John, 1822-1901",1157
Prisons,1158
Gold mines and mining,1159
Mining corporations,1160
Amalgamation,1161
"Lund, Peter Wilhelm, 1801-1880",1162
"Brandt, P. A. (Peter Andreas), 1792-1862",1163
Sanctuaries,1164
Steamboats,1165
"Saxe, Luis Augusto Maria Eudes de Saxe-Coburgo e Gotha, Duque of, 1845-1907",1166
Beggars,1167
Knife grinders (Persons),1168
Artisans,1169
Basket makers,1170
Pots,1171
Repairing,1172
Tools,1173
Tea plantation workers,1174
Distributors (Commerce),1175
Tea tasting,1176
Rice--Planting,1177
Camps,1178
Bogda Mountains,1179
City walls,1180
Tien Shan,1181
"Architecture, Chinese",1182
Islamic architecture,1183
Great Wall of China,1184
Turrets,1185
Pagodas,1186
Inscriptions,1187
Stele (Archaeology),1188
Waterwheels,1189
Yellow River (China),1190
Gatehouses,1191
Roofs,1192
Landscape,1193
Watchtowers,1194
Office buildings,1195
Buddhist sculpture,1196
"Architecture, Domestic",1197
Yangtze River (China),1198
Wharves,1199
Hai River,1200
Sailboats,1201
Incense burners and containers,1202
Royal gardens,1203
Yihe Yuan,1204
Embassy buildings,1205
Armillary spheres,1206
Balustrades,1207
Staircases,1208
Tian Tan,1209
Exterior walls,1210
Doorways,1211
"Lyons, Richard Bickerton Pemell Lyons, Earl, 1817-1887",1212
"Trent Affair, 1861",1213
"Bonaparte, Napoléon-Joseph-Charles-Paul, Prince, 1822-1891",1214
"France -- History -- Second Empire, 1852-1870",1215
"Paris, Louis-Philippe-Albert d'Orléans, comte de, 1838-1894",1216
"Chartres, Robert-Philippe-Louis-Eugène-Ferdinand d'Orléans, duc de, 1840-1910",1217
"Beauregard, G. T. (Gustave Toutant), 1818-1893",1218
"Johnston, Joseph E. (Joseph Eggleston), 1807-1891",1219
Bishops,1220
Episcopal Church,1221
"Polk, Leonidas, 1806-1864",1222
"Simons, James, 1813-1879",1223
"Buckner, Simon Bolivar, 1823-1914",1224
"Hardee, William Joseph, 1815-1873",1225
"Davis, Jefferson, 1808-1889",1226
"Cobb, Howell, 1815-1868",1227
Confederate States of America--Provisional Congress,1228
Avant-garde (Aesthetics),1229
Chronicles,1230
Proclamations,1231
Chinese poetry,1232
West Lake (China),1233
Si shu,1234
China--Officials and employees,1235
Inheritance and succession,1236
"Ming Shizong, Emperor of China, 1507-1567",1237
History,1238
"Zhou dynasty, 1122-221 B.C.",1239
Taoism,1240
Chinese classics,1241
Chinese language,1242
"Chinese language--Phonology, Historical",1243
Chinese literature,1244
Confucianism,1245
"Philosophy, Confucian",1246
"Song dynasty, 960-1279",1247
"Yuan Dynasty, 1260-1368",1248
Church Slavic language,1249
"Miroslav, Prince of Hum, died around 1198",1250
Catholic Church--Missions,1251
"History, Military",1252
Peasant uprisings,1253
Gilbert and Ellice Islands Colony,1254
Library catalogs,1255
"Manuscripts, Sanskrit",1256
"Aśoka, King of Magadha, flourished 259 B.C.",1257
Buddhist antiquities,1258
Buddhist inscriptions,1259
Gautama Buddha,1260
Tarai (India and Nepal),1261
Ganges River,1262
Himalaya Mountains,1263
"Nepalese War, 1814-1816",1264
Yamuna River,1265
Korean language,1266
"Lowell, Percival, 1855-1916",1267
"Genghis Khan, 1162-1227",1268
Tatars,1269
Handbooks and manuals,1270
Battle of Plassey,1271
East India Company,1272
Eastern Bengal and Assam (India),1273
Bhutan war,1274
Peace,1275
Burma,1276
Southeast Asia,1277
Civilization,1278
Koita (Papua New Guinean people),1279
Louisiade Archipelago (Papua New Guinea),1280
Massim (Papua New Guinean people),1281
Mekeo (Papua New Guinean people),1282
Mukawa language,1283
Roro language (New Guinea),1284
German New Guinea,1285
Indian Ocean,1286
"Portugal -- History -- Period of discoveries, 1385-1580",1287
Toponymy,1288
"Calligraphy, Persian",1289
Miracles,1290
Ta'liq script,1291
Persian manuscripts,1292
Āṣafī (Died 1517),1293
"Alexander, the Great, 356-323 B.C.",1294
Epic poetry,1295
Persian literature,1296
Love poetry,1297
Wine,1298
Contracts,1299
Marriage customs and rites,1300
Marriage law,1301
Koran,1302
Cafés,1303
"Architecture, Roman",1304
"Temples, Roman",1305
Huagai Mountains (China),1306
"Turco-Italian War, 1911-1912",1307
Coastal settlements,1308
Ports,1309
Museums,1310
Confucianism--Rituals,1311
"I͡Asavi, Akhmed, died 1166",1312
Photographic surveys,1313
Genealogy,1314
Headgear,1315
Grooms (Weddings),1316
Congo River,1317
Kongo language,1318
Conference rooms,1319
Confucianism--Education,1320
"Zhu, Xi, 1130-1200",1321
Constellations,1322
Stars,1323
Decoupage,1324
Ottoman calligraphy,1325
Child labor,1326
Furniture industry,1327
Military education,1328
Fabric shops,1329
Textiles,1330
Melons,1331
Bags,1332
Hills,1333
Sarts (Asian people),1334
Architectural elements,1335
Madrasahs,1336
Living rooms,1337
Bedrooms,1338
Courtrooms,1339
Railroad cars,1340
"Lu, Ziyan",1341
Administrative and political divisions,1342
Spiritual life,1343
Divination,1344
Lantern slides,1345
Oriental rugs,1346
Prayer,1347
Islam,1348
"Muḥammad, Prophet, died 632",1349
Royal decrees,1350
"Wanli, Emperor of China, 1563-1620",1351
Bechuanaland (South Africa),1352
Great Britain -- Foreign relations,1353
Transvaal (South Africa),1354
Ewe language,1355
Fon (African people),1356
Fon dialect,1357
"Gezo, King of Dahomey, died 1858",1358
Slave trade,1359
Arabic language,1360
Encyclopedias and dictionaries,1361
Hadith,1362
Civil service,1363
Examinations,1364
Kongo (African people),1365
Almoravides,1366
Berbers,1367
Nāṣr al-Dīn Abū Bakr ibn Abhum,1368
Western Sahara,1369
Constitutions,1370
Notices to mariners,1371
Exiles,1372
Anniversaries,1373
Laozi. Dao de jing,1374
"Liezi, active 4th century B.C.",1375
"Zhuangzi,‏ active 4th century B.C.",1376
"Africa, East",1377
Protectorates,1378
African languages,1379
"Victoria, Lake",1380
Okapi,1381
"Africa, Southern",1382
"Chilwa, Lake (Malawi)",1383
"Nyasa, Lake",1384
London Missionary Society,1385
"Tanganyika, Lake",1386
Livonia,1387
Davis Strait,1388
Inuit language,1389
Danube River Delta (Romania and Ukraine),1390
Danube River Valley,1391
South America,1392
Codex,1393
Homiliaries,1394
"Sermons, Latin",1395
"Barth, Heinrich, 1821-1865",1396
"Livingstone, David, 1813-1873",1397
"Guan, Zhong, died 645 B.C.",1398
"Yan, Ying, died 500 B.C.",1399
Revolutions,1400
Scholars,1401
Psalms (Music),1402
Hunting lodges,1403
Sava River,1404
Srpska pravoslavna crkva,1405
Stagecoaches,1406
Taverns (Inns),1407
Mountain roads,1408
Horse-drawn omnibuses,1409
Fjords,1410
Windmills,1411
Zoos,1412
Skin tents,1413
Vltava River (Czech Republic),1414
"Radetzky von Radetz, Johann Joseph Wenzel, Graf, 1766-1858",1415
Drina River (Bosnia and Herzegovina and Serbia),1416
Danube River,1417
"Margitsziget (Budapest, Hungary)",1418
Natural bridges,1419
Rock formations,1420
Tourist sites,1421
Estates,1422
Jāmi' al-Umawī al-Kabīr,1423
Depositions,1424
Nahua Indians,1425
Taxation,1426
Testimony,1427
Trials,1428
Hieroglyphs,1429
Signs and symbols,1430
Writing--History,1431
Maya cosmology,1432
Uighur (Turkic people),1433
Dance,1434
Recreation,1435
Zamacueca (Dance),1436
Zamba (Dance),1437
Hanafites,1438
Tahiti (French Polynesia),1439
Adam (Biblical figure),1440
Eden,1441
Eve (Biblical figure),1442
Benelux countries,1443
"Medicine, Medieval",1444
Zodiac,1445
Genealogy in literature,1446
Edo period,1447
Waka (Japanese poetry),1448
Chinese calligraphy,1449
Chinese painting,1450
Criticism,1451
"Wang, Kekuan, 1301-1369",1452
"Shunzhi, Emperor of China, 1638-1661",1453
Essays,1454
"Su, Shi, 1037-1101",1455
Musical scores,1456
Operas,1457
Nahuatl language,1458
Arabian Gulf,1459
Constitutional amendments,1460
"Matlack, Timothy, 1736-1829",1461
Ciphers,1462
Espionage,1463
Intelligence service,1464
Spies,1465
"Nixon, Richard M., 1913-1994",1466
"Presley, Elvis, 1935-1977",1467
Rock musicians,1468
"Bush, George, 1924-",1469
"Ruth, Babe, 1895-1948",1470
"Kennedy, John F., 1917-1963",1471
Peace Corps -- United States,1472
Volunteers,1473
"Allied invasion of Normandy, 1944",1474
"D-Day, 1944",1475
Chinese Exclusion Act,1476
Chinese-Americans,1477
Discrimination,1478
Slaves--Emancipation--Southern States,1479
Baptismal certificates,1480
Birth certificates,1481
Fraktur art,1482
Pensions,1483
Landscape painting,1484
Saturna Island,1485
Scientific surveys,1486
Watercolor painting,1487
Teddy bears,1488
Canyon de Chelly National Monument,1489
Cliff dwellings,1490
Nature photography,1491
Glacial lakes,1492
Glacier National Park -- Montana,1493
Mesa Verde National Park -- Colorado,1494
Geysers,1495
Yellowstone National Park -- Wyoming,1496
Apple trees,1497
Snow,1498
Yosemite National Park -- California,1499
Shacks,1500
Paperboys,1501
Women in war,1502
Christmas,1503
Families of military personnel,1504
African-American air pilots,1505
Flight training,1506
Morse code,1507
Tuskegee airmen,1508
Concentration camps,1509
Japanese Americans,1510
Civil rights leaders,1511
"King, Martin Luther, Jr., 1929-1968",1512
Pollution,1513
Smog,1514
Hippies,1515
Hitchhiking,1516
Apollo 17 (Spacecraft),1517
Clouds,1518
Earth (Planet),1519
Space exploration,1520
United States. National Aeronautics and Space Administration,1521
Correspondence,1522
Letters,1523
Rock music fans,1524
Teenagers,1525
Citizenship,1526
Naturalization,1527
Singers,1528
"Trapp, Maria Augusta, 1905-1987",1529
"Einstein, Albert, 1879-1955",1530
Physicists,1531
Chippewa Indians,1532
Ottawa Indians,1533
Potawatomi Indians,1534
Wyandot Indians,1535
Festivals,1536
Folk music,1537
Music,1538
Carnival costumes,1539
Carnivals,1540
Ethnic costume,1541
"Dance, Religious aspects",1542
Religion,1543
Honors and salutes,1544
Military ceremonies,1545
Philosophy,1546
Yogācāra Buddhism,1547
Marimba,1548
Conga (Dance),1549
Conga music,1550
Chinese drama,1551
Street art,1552
Rodeos,1553
Youth,1554
Shango,1555
Diamond miners,1556
Gold miners,1557
Porkknockers,1558
Mining camps,1559
Aztec mythology,1560
Christmas decorations,1561
Piñatas,1562
Culture,1563
Ferris wheels,1564
Dominoes,1565
Games,1566
Lotteries,1567
Fasts and feasts,1568
Signals and signaling,1569
Wood-carving,1570
Woodwork,1571
Goat racing,1572
Steel drum,1573
Inuit,1574
Hand weaving,1575
Lauhala weaving,1576
"Music, Portuguese influences",1577
Ukulele,1578
Drum language,1579
Worship,1580
Corpus Christi day,1581
Devil dance,1582
"Music, African influences",1583
Tamunanque (Dance),1584
"Jean II, King of France, 1319-1364",1585
"Newton, Isaac, Sir, 1642-1727",1586
"Cortés, Hernán, 1485-1547",1587
"Mexico--Conquest, 1519-1540",1588
"Montezuma II, Emperor of Mexico, circa 1480-1520",1589
Indian linguistics,1590
Gregorian Calendar,1591
Drugs,1592
Drugstores,1593
Spices,1594
Gems,1595
Minerals,1596
Naskh script,1597
Precious stones,1598
Timekeeping,1599
Islamic calendar,1600
Units of measurement,1601
Vision,1602
"Mathematics, Arab",1603
Number concept,1604
Etchings,1605
"Gachet, Paul Ferdinand, 1828-1909",1606
"Gogh, Vincent van, 1853-1890",1607
"Su, Hui, 4th century",1608
Women authors,1609
Acupuncture points,1610
Human physiology,1611
"Medicine, Chinese",1612
"Qing Dynasty, Kangxi period, 1662-1772",1613
"Mythology, Chinese",1614
Phoenix (Mythical bird),1615
Cheng Huang Temple,1616
Aviculture,1617
Ducks,1618
Longshan Temple,1619
Presidential office buildings,1620
Account books,1621
Auditing,1622
Trade,1623
Batak (Indonesian people),1624
Magic,1625
Witchcraft,1626
Celebrations,1627
Surinamese,1628
Sultanates,1629
Bathing,1630
Dutch East India Company (VOC),1631
Governors-general,1632
Floods,1633
Historical remains,1634
Sleman,1635
Javanese,1636
Protestant churches,1637
Entertainers,1638
Wayang topeng,1639
"Geography, Ancient",1640
Edo,1641
Sumida River,1642
Japanese poetry,1643
Picture books,1644
"Minamoto, Yoshitsune, 1159-1189",1645
"Muromachi period, 1336-1573",1646
Picture scroll,1647
"Sugawara, Michizane, 845-903",1648
"Soga, Sukenari, 1172-1193",1649
"Soga, Tokimune, 1174-1193",1650
Samurai,1651
Yomihon,1652
Flowers,1653
"Leipzig, Battle of, Leipzig, Germany",1654
Cavalry,1655
"Blücher, Gebhard Leberecht von, 1742-1819",1656
Fencing,1657
Armies in art,1658
"France -- History -- February Revolution, 1848",1659
"India -- History -- Mysore War, 1790-1792",1660
Supernatural in art,1661
"Edward VII, King of Great Britain, 1841-1910",1662
"Napoleon III, Emperor of the French, 1808-1873",1663
"Pius IX, Pope, 1792-1878",1664
Vatican Palace (Vatican City),1665
"Victor Emmanuel II, King of Italy, 1820-1878",1666
"Peard, John Whitehead, 1811-1880",1667
"Garibaldi, Anita, 1821?-1849",1668
"Garibaldi, Giuseppe, 1807-1882",1669
Italy -- History -- 1815-1870,1670
Marching,1671
Trucks,1672
Women soldiers,1673
Naval battles,1674
Infantry,1675
Rutland Militia,1676
Foreign relations,1677
Military drills,1678
"Perry, Matthew Calbraith, 1794-1858",1679
United States Naval Expedition to Japan (1852-1854),1680
Artillery operations,1681
"Verger, Jean Baptiste Antoine de, 1762-1851",1682
"Charles V, Holy Roman Emperor, 1500-1558",1683
Devices (Heraldry),1684
Tlaxcalan Indians,1685
Franciscans,1686
Jacobo de Testera,1687
Religious books,1688
Baptism,1689
Papal bulls,1690
"Mary, Blessed Virgin, Saint",1691
Virgin of Guadalupe,1692
Sanitation,1693
"Iturbide, Agustín de, 1783-1824",1694
Mexican War of Independence,1695
"Madero, Francisco I., 1873-1913",1696
"Mexican Revolution, 1910-1920",1697
"Zapata, Emiliano, 1879-1919",1698
Zapatistas,1699
Arabic poetry,1700
Turkish poetry,1701
Rhetoric,1702
"Grammar, Comparative and general",1703
Persian language,1704
Ontology,1705
Imagination,1706
Logic,1707
Islamic law--Interpretation and construction,1708
"Mehmed II, Sultan of the Turks, 1432-1481",1709
"Ottoman Empire, 1288-1918",1710
"Mohammed III, Sultan of the Turks, died 1603",1711
"Selim I, Sultan of the Turks, 1470-1520",1712
Geometry,1713
Qiblah,1714
Surveying,1715
Trigonometry,1716
"Astronomy, Arab",1717
"Astronomy, Medieval",1718
"Medicine, Arab",1719
Bibliography,1720
Cataloging,1721
Classification,1722
Library of Congress,1723
Tactics,1724
French literature,1725
"Voltaire, 1694-1778",1726
Wit and humor,1727
"Brandenburg, House of",1728
"Hohenzollern, House of",1729
Royal families,1730
"Barbara,‏ Saint",1731
Greek Orthodox Church,1732
Kievo-Pecherskaya Monastery,1733
Old Believers,1734
Dihlabeng District Municipality,1735
Rain animals,1736
Rock art,1737
Rock paintings,1738
San (African people),1739
San art,1740
Train depots,1741
"Baker, Herbert, Sir, 1862-1946",1742
Meintjieskop,1743
Anthems,1744
National songs,1745
Patriotic music,1746
Block printing,1747
"Jin dynasty, 1115-1234",1748
"Ming Chengzu, Emperor of China, 1360-1424",1749
Theatrical makeup,1750
Ancestor worship,1751
Dongba script,1752
Naxi (Chinese people),1753
Educational games,1754
Population density,1755
City planning,1756
"Bernhardt, Sarah, 1844-1923",1757
Postcards,1758
Puzzles,1759
"Budé, Guillaume, 1467-1540",1760
"Rabelais, François, 1494?-1553",1761
Mogul Empire,1762
Pushtuns,1763
Saints,1764
"Götha Leijon, ship",1765
Trading companies,1766
Confucius,1767
Graphology,1768
"Han dynasty, 202 B.C.-220 A.D.",1769
"Tang Wuzong, Emperor of China, 814-846",1770
"Tang dynasty, 618-907",1771
"Western Jìn dynasty, 265-419",1772
Indian cartography -- North America,1773
Amistad (Schooner),1774
Antislavery movements,1775
Slave insurrections,1776
Slavery -- Law and legislation,1777
Caste -- India,1778
Paintings,1779
"Poor, Daniel, 1789-1855",1780
"Twining, William, Reverend",1781
"Vardapillay, T.",1782
"Magalhães, Fernão de, died 1521",1783
Furniture,1784
Alchemy,1785
Medicine,1786
"Paracelsus, 1493-1541",1787
Pharmacology,1788
Fantasy in art,1789
"Ṣafavid dynasty, 1501-1736",1790
Supernatural beings,1791
Cosmography,1792
Weights and measures,1793
Emotions,1794
Metaphysics,1795
Science -- Methodology,1796
Science and religion,1797
Biology,1798
Botany,1799
Human anatomy,1800
"Science, Medieval",1801
Astronomy -- Tables,1802
Cosmology,1803
Heliocentric astronomy,1804
Planets,1805
Solar system,1806
Basmalah,1807
"Writing, Arabic",1808
Writing--Materials and instruments,1809
Jaina cosmology,1810
Diet,1811
Nutrition,1812
Mediterranean Region,1813
Portolan charts,1814
"Ibn al-Hāʼim, Aḥmad ibn Muḥammad, d. 1412. Muqniʻ fī ʻilm al-jabr wa-al-muqābalah",1815
Porticoes (Porches),1816
Migration,1817
Otomi Indians,1818
Pictorial works,1819
Chalk drawings,1820
Human skeleton,1821
Leg,1822
Muscles,1823
Oil paintings,1824
Portrait paintings,1825
"Wellcome, Henry S. (Henry Solomon), Sir, 1853-1936",1826
Altarpieces,1827
"Cosmas, Saint",1828
"Damian, Saint (died around 303)",1829
"Transplantation of organs, tissues",1830
Visions,1831
Base pairing,1832
"Crick, Francis, 1916-2004",1833
DNA,1834
Double helix,1835
Genetics,1836
Molecular biology,1837
Netherlands Antilles,1838
KwaZulu-Natal (South Africa),1839
Rhodesia and Nyasaland,1840
Kaffraria,1841
Sotho (African people),1842
Kurdish newspapers,1843
Kurds,1844
Guayas River (Ecuador),1845
Rafts,1846
Miners,1847
Nitrates,1848
"Aconcagua, Mount (Argentina)",1849
Porters,1850
"Chapbooks, English",1851
"Chapbooks, Scottish",1852
"Dialect Poetry, Scottish",1853
Folk songs,1854
"Nelson, Horatio Nelson, Viscount, 1758-1805",1855
"Trafalgar, Battle of, 1805",1856
"Burns, Robert, 1759-1796",1857
Love letters,1858
"M'Lehose, Agnes, 1759-1841",1859
"Blacklock, Thomas, 1721-1791",1860
"Aiken, Robert",1861
"Hunter Blair, James, Sir, 1741-1787",1862
"Ainslie, Robert, 1766-1838",1863
Excise tax,1864
"Ballads, English",1865
"Ballads, Scottish",1866
"Campbell, Thomas, 1777-1844",1867
"Cleghorn, Robert",1868
Promissory notes,1869
"Sermons, English",1870
"Mackenzie, Henry, 1745-1831",1871
"Miers, John",1872
"McMurdo, John, 1680-1720",1873
"Currie, James, 1756-1805",1874
"Rennie, John, 1761-1821",1875
"Roscoe, William, 1753-1831",1876
"Shepherd, William, 1768-1847",1877
"Syme, John",1878
"Dialect Poetry, English",1879
"Woodhouselee, Alexander Fraser Tytler, Lord, 1747-1813",1880
"Dunlop, Frances Anna Wallace, 1730-1815",1881
Booksellers and bookselling,1882
France. Convention nationale,1883
Icons,1884
Murals,1885
Religious architectural elements,1886
Spires,1887
Chandeliers,1888
Apocalypse in art,1889
Cupolas,1890
Sukhona River,1891
Warehouses,1892
Scaffolding,1893
Ceilings,1894
Siverskoe Lake,1895
Walls,1896
Automobiles,1897
"Architecture, Gothic",1898
City halls,1899
Onega Lake,1900
Shingles,1901
Deeds,1902
Land settlement,1903
Shāh-i Zindah,1904
Kusam-ibn-Abbas,1905
Sarcophagi,1906
Gur-Ėmir,1907
Sections,1908
"Timur, 1336-1405",1909
Projections,1910
Niches,1911
Cauldrons,1912
Religious articles,1913
Koran stands,1914
Mihrabs,1915
Turkic peoples,1916
Stonework,1917
Curiosities and wonders,1918
Candlesticks,1919
Canyons,1920
Gums,1921
Lips,1922
Periodontal disease,1923
Teeth,1924
Islamic art,1925
Tiles,1926
Appellate courts,1927
"Gideon, Clarence Earl",1928
Habeas corpus,1929
Judicial opinions,1930
Political science,1931
Statehood (American politics),1932
Secession,1933
Alligators,1934
Promotion,1935
Communicable diseases,1936
Flies,1937
Eye,1938
Ophthalmology,1939
Prescriptions,1940
Arithmetic,1941
Explosives,1942
Shooting,1943
Fractions,1944
Shihāb al-Dīn Ahmad ibn Alī ibn Imād,1945
Herbs,1946
Celestial bodies,1947
Food,1948
Herbals,1949
Medicinal plants,1950
"Medicine, Greek and Roman",1951
Animals -- Classification,1952
Folklore,1953
"Proverbs, Arabic",1954
"Proverbs, Persian",1955
"Apollonius, of Tyana",1956
Jābir ibn Ḥayyān,1957
"ʻAlī ibn Abī Ṭālib, Caliph, circa 600-661",1958
Microscopes,1959
Water,1960
Epidemics,1961
Plague,1962
Brides,1963
Manchus,1964
Herbal remedies,1965
Recipes,1966
Jewish law,1967
Jewish philosophy,1968
Tierra del Fuego (Argentina),1969
"Horn, Cape (Chile)",1970
Le Maire Strait (Argentina),1971
Tierra del Fuego (Argentina and Chile),1972
Sailors,1973
Land grants,1974
Spanish Florida claims,1975
African Americans--Segregation,1976
"Bethune, Mary McLeod, 1875-1955",1977
African American women,1978
Lighthouses,1979
Convict labor,1980
Inmates of institutions,1981
Lumber industry,1982
Beaches,1983
Gas masks,1984
Training,1985
Discrimination in public accommodations,1986
Landings (marine structures),1987
Astronautics,1988
John F. Kennedy Space Center,1989
Space shuttles,1990
"Burns, Haydon, 1912-1987",1991
"Disney, Roy O. (Roy Oliver), 1893-1971",1992
"Disney, Walt, 1901-1966",1993
Press conferences,1994
Walt Disney Company‏,1995
Walt Disney World (Florida),1996
"Beadwork, Seminole",1997
Folklife,1998
Citrus fruits,1999
Orange industry,2000
Oranges,2001
Fish,2002
"Hemingway, Ernest, 1899-1961",2003
Sailfish,2004
All-American Girls Professional Baseball League,2005
Baseball umpires,2006
Women athletes,2007
Women baseball players,2008
Beauty operators,2009
Beauty shops,2010
Hairdressing,2011
Service industries,2012
Tourists,2013
Attractions,2014
Ballerinas,2015
Tutus (Ballet skirts),2016
Water skiing,2017
"Billie, Josie, 1887-1980",2018
Shamans,2019
Advertising,2020
Billboards,2021
Economic development,2022
Real estate development,2023
Hurricanes,2024
Natural disasters,2025
Stranding of ships,2026
Boat people,2027
Refugees,2028
Seashore,2029
"Hurricane Ivan, 2004",2030
Ocean,2031
Piers,2032
Water waves,2033
Ford Model T automobile,2034
"Kay, Russell",2035
Tamiami Trail (Florida),2036
Trailblazer series,2037
"Whitman, Frank",2038
"Architecture, Modern",2039
International style (Architecture),2040
Children of immigrants,2041
Japanese American children,2042
Fishing lodges,2043
Fishing rods,2044
Springs,2045
Deep diving,2046
Diving suits,2047
Greek Americans,2048
Sponge divers,2049
Basket making,2050
"Clark, Lucreaty J., 1904-1986",2051
Folk festivals,2052
School children,2053
Milling machinery,2054
Phosphate industry,2055
Phosphates,2056
Cubans,2057
"Mariel Boatlift, 1980",2058
"Architecture, Spanish",2059
Golf courses,2060
Golfers,2061
Art deco (Architecture),2062
Everglades (Florida),2063
"Allen, E. Ross, 1908-1981",2064
Anaconda,2065
Reptiles,2066
Snakes,2067
Military maneuvers,2068
Swamps,2069
Cape Canaveral,2070
Project Mercury (U.S.),2071
Reunions,2072
Sons of Confederate Veterans (Organization),2073
Attractions -- Employees,2074
Skin diving,2075
Synchronized swimming,2076
Women swimmers,2077
Rainbow River,2078
Tour guides (Persons),2079
Mythology,2080
Welsh literature,2081
Metrical plays,2082
Mysteries and miracle-plays,2083
Elections,2084
Church Missionary Society,2085
Algonquin Indians,2086
Delaware Indians,2087
"Kieft, Willem, 1597-1647",2088
New Netherland,2089
"Frelinghuysen, Theodorus Jacobus 1691-1747",2090
Holland Reformed Church,2091
West-Indische Compagnie (Netherlands),2092
Colonists,2093
Delaware River (New York-Delaware and New Jersey),2094
Sugar trade,2095
Tupinamba Indians,2096
Business organizations,2097
Koran -- Commentaries,2098
Sufi poetry,2099
"Akbar, Emperor of Hindustan, 1542-1605",2100
"Khosrow II, King of Persia, died 628",2101
Love stories,2102
"India -- History -- Sepoy Rebellion, 1857-1858",2103
Theological virtues,2104
Catholic Church. Maronite Patriarchate of Antioch (Syria),2105
Lectionaries,2106
Divine office,2107
Arthurian romances,2108
Grail -- Legends,2109
Perceval (Legendary character),2110
"Wolfram von Eschenbach, active 12th century",2111
Gutenberg Bible,2112
"Diocletian, Emperor of Rome, 245-313",2113
"Albrecht V, Duke of Bavaria, 1528-1579",2114
Jewelry,2115
"Mielich, Hans, 1516-1573",2116
Biedermeier,2117
Bildungsromans,2118
"Stifter, Adalbert, 1805-1868",2119
Jesus Christ,2120
Chronology,2121
"Aeschines, 389?-314? B.C.",2122
"Demosthenes, 384-322 B.C.",2123
Orators,2124
Speeches,2125
"Bede, the Venerable, Saint, 673-735",2126
"Seneca, Lucius Annaeus, circa 4 B.C.-65 A.D",2127
"Agathias, died 582",2128
"Italy--History--Gothic War, 535-555",2129
"Celsus, Aulus Cornelius",2130
Nibelungen,2131
Bulgarian literature,2132
Dream interpretation,2133
Conversation and phrase books,2134
Bulgarian Orthodox Church,2135
Alphabet,2136
Letter writing,2137
Literature -- Terminology,2138
Writing,2139
"Folk songs, Bulgarian",2140
Science – Terminology,2141
Bulgarian poetry,2142
"Epic poetry, Bulgarian",2143
Haiduks in literature,2144
Narrative poetry,2145
Horoscopes,2146
Proverbs,2147
Riddles,2148
Leap year,2149
Guildhalls,2150
Shopping centers,2151
Abbeys,2152
Cloisters (Architecture),2153
Sint-Baafskathedraal te Gent,2154
Boardwalks,2155
North Sea,2156
Crucifixion of the Christ,2157
Beachgoers,2158
"Architecture, Classical",2159
Archives,2160
Gables,2161
Renaissance revival (Architecture),2162
Canal boats,2163
Palais de la nation,2164
"Anspach, Jules Victor, 1829-1879",2165
"Brouckere, Charles de, 1796-1860",2166
"Waterloo, Battle of, Waterloo, Belgium, 1815",2167
Music-halls,2168
Seaside resorts,2169
Footbridges,2170
"Panthéon (Paris, France)",2171
"Medicine, Korean",2172
Korean poetry,2173
Virtues,2174
"Theology, Doctrinal",2175
Monastic and religious life,2176
Galilean satellites,2177
"Galilei, Galileo, 1564-1642",2178
Milky Way,2179
Moon,2180
Baia (Italy),2181
Cumae (Extinct city),2182
Designs and plans,2183
Reggia di Caserta,2184
Ketubah,2185
Marriage (Jewish law),2186
Prenuptial agreements,2187
"Dôme des Invalides (Paris, France)",2188
Soldiers' homes,2189
"Architecture, Oriental",2190
"Exposition universelle internationale de 1900 (Paris, France)",2191
Paris Universal Exposition of 1878,2192
"Eiffel Tower (Paris, France)",2193
Records,2194
Archimedes’ principle,2195
Buoyant ascent (Hydrodynamics),2196
Floating bodies,2197
Comets,2198
Aristotle--Influence,2199
Collège interarmées de défense (France),2200
École supérieure de guerre (France),2201
Notre-Dame de Paris (Cathedral),2202
"Eglise de la Madeleine (Paris, France)",2203
Cooks,2204
Musée du Louvre,2205
"Architecture, Renaissance",2206
"Hôtel de ville (Paris, France)",2207
Hercules (Roman mythology),2208
"Tuileries Garden (Paris, France)",2209
"Palais du Luxembourg (Paris, France)",2210
Opéra de Paris,2211
"Arc de Triomphe (Paris, France)",2212
War memorials,2213
"Champs-Elysées (Paris, France)",2214
Horse chestnut,2215
Taoist gods,2216
"Zhong, Kui (Spirit)",2217
Obelisks,2218
"Petropavlovskiĭ sobor (Saint Petersburg, Russia)",2219
"Dvort︠s︡ovai︠a︡ ploshchadʹ (Saint Petersburg, Russia)",2220
"Zimniĭ dvoret︠s︡ (Saint Petersburg, Russia)",2221
"Admiralteĭstvo (Saint Petersburg, Russia)",2222
"Nevskiĭ prospekt (Saint Petersburg, Russia)",2223
"Isaakievskiĭ sobor (Saint Petersburg, Russia)",2224
"Kazanskiĭ sobor (Saint Petersburg, Russia)",2225
"Catherine II, Empress of Russia, 1729-1796",2226
"Kremlin (Moscow, Russia)",2227
"Red Square (Moscow, Russia)",2228
Commercial buildings,2229
