title|col|wdl_url|ins_key|pub_key|dewey_dec_code|item_code|date|item_id
Towers and Wall of the Borisoglebskii Monastery. Borisoglebsk|col_116|https://www.wdl.org/en/item/6162|ins_1||726.914|prph|1911|4883
Detail of the Entrance to the Borisoglebskii Monastery. Borisoglebsk|col_116|https://www.wdl.org/en/item/6163|ins_1||726.914|prph|1911|4884
Sapiega's Standard Given to the Venerable Irinarkh. In the Boris and Gleb Cathedral. Borisoglebsk|col_116|https://www.wdl.org/en/item/6164|ins_1||914|prph|1911|4885
Cross with Which the Venerable Irinarkh Blessed Minin and Pozharskii for Battle. Borisoglebsk|col_116|https://www.wdl.org/en/item/6165|ins_1||246.914|prph|1911|4886
Venerable Irinarkh's Cap, Lash, and Fetters. Borisoglebsk|col_116|https://www.wdl.org/en/item/6166|ins_1||246.914|prph|1911|4887
Venerable Sergei Radonezhskii's Cross with Which He Blessed the Venerable Irinarkh at the Founding of the Monastery. Borisoglebsk|col_116|https://www.wdl.org/en/item/6167|ins_1||246.914|prph|1911|4888
Venerable Irinarkh's Cell in the Borisoglebskii Monastery. Borisoglebsk|col_116|https://www.wdl.org/en/item/6168|ins_1||726.914|prph|1911|4889
Study of the Uste River near Borisoglebsk|col_116|https://www.wdl.org/en/item/6169|ins_1||914|prph|1911|4890
Pereiaslavl-Zalesskii. View of the Lake and the City, from the Village of Veskovo|col_116|https://www.wdl.org/en/item/6170|ins_1||914|prph|1911|4891
Feodor Stratilat Monastery from the West Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6171|ins_1||726.914|prph|1911|4892
Entrance into the Feodor Stratilat Monastery. Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6172|ins_1||726.914|prph|1911|4893
Phelonion Vestment. Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6173|ins_1||746.914|prph|1911|4894
Phelonian Vestment. A Gift from Tsarina Anastasia Romanov. Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6174|ins_1||746.914|prph|1911|4895
Chapel on the Site Where the Wife of Ivan the Terrible Gave Birth. Three Versts from Feodor Stratilat Monastery. Pereslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6175|ins_1||726.914|prph|1911|4896
Village of Veskovo (Three Versts from Pereiaslavl-Zalesskii)|col_116|https://www.wdl.org/en/item/6176|ins_1||914|prph|1911|4897
View of the Village of Veskovo and the Lake, from the Summer House near the Monument to Peter the Great. Near Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6177|ins_1||914|prph|1911|4898
Mansion of Peter the Great, on the Pereiaslavl Lake. Near Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6178|ins_1||728.914|prph|1911|4899
Peter the Great's Small Boat. Near Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6179|ins_1||386.914|prph|1911|4900
Monument to Peter the Great. Near Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6180|ins_1||306.914|prph|1911|4901
Monument to Peter the Great. View from the Boat. Near Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6181|ins_1||306.914|prph|1911|4902
Monument to Peter the Great. Near Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6182|ins_1||306.914|prph|1911|4903
Entrance into the Converted Goritskii Monastery outside the City. Near Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6183|ins_1||726.914|prph|1911|4904
Assumption Cathedral in the Goritskii Monastery. Near Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6184|ins_1||726.914|prph|1911|4905
Decorations in Assumption Cathedral in Goritskii Monastery. Near Pereiaslavl-Zalesskii|col_116|https://www.wdl.org/en/item/6185|ins_1||729.914|prph|1911|4906
Pereiaslavl Lake|col_116|https://www.wdl.org/en/item/6186|ins_1||914|prph|1911|4907
Guelder Rose (Viburnum)|col_116|https://www.wdl.org/en/item/6187|ins_1||580.914|prph|1911|4908
City of Aleksandrov. General View of Trinity Monastery|col_116|https://www.wdl.org/en/item/6188|ins_1||726.914|prph|1911|4909
City of Aleksandrov. Trinity Cathedral in the Monastery|col_116|https://www.wdl.org/en/item/6189|ins_1||726.914|prph|1911|4910
Entrance into Trinity Monastery. Aleksandrov|col_116|https://www.wdl.org/en/item/6190|ins_1||726.914|prph|1911|4911
Tower on the Wall of the Trinity Monastery. City of Aleksandrov|col_116|https://www.wdl.org/en/item/6191|ins_1||726.914|prph|1911|4912
Surplice Sewn by Tsarevnas, the Sisters of Peter the Great. Trinity Monastery, Aleksandrov|col_116|https://www.wdl.org/en/item/6192|ins_1||746.914|prph|1911|4913
Surplice Sewn by Tsarevnas, the Sisters of Peter the Great. Trinity Monastery, Aleksandrov|col_116|https://www.wdl.org/en/item/6193|ins_1||746.914|prph|1911|4914
Tsar Aleksei Mikhailovich's Gospel and Tsar Mikhail Feodorovich's Sacramental Vessels. Trinity Monastery, Aleksandrov|col_116|https://www.wdl.org/en/item/6194|ins_1||203.914|prph|1911|4915
Censers. Gift from Tsar Mikhail Feodorovich to Trinity Monastery, Aleksandrov|col_116|https://www.wdl.org/en/item/6195|ins_1||914|prph|1911|4916
Crosses. A Gift from Fedor, Kirill and Natalia Naryshkin. Trinity Monastery, Aleksandrov|col_116|https://www.wdl.org/en/item/6196|ins_1||246.914|prph|1911|4917
Sacramental Vessels. A Gift from Tsarevna Maria Alekseevna. Trinity Monastery, Aleksandrov|col_116|https://www.wdl.org/en/item/6197|ins_1||203.914|prph|1911|4918
Personal Possessions of Tsarevna Margarita. Trinity Monastery, Aleksandrov|col_116|https://www.wdl.org/en/item/6198|ins_1||914|prph|1911|4919
City of Vladimir, on the Kliazma. View from the Assumption Cathedral from the Southwest|col_116|https://www.wdl.org/en/item/6199|ins_1||914|prph|1911|4920
City of Vladimir. View of Assumption Cathedral from the Other Side of the River|col_116|https://www.wdl.org/en/item/6200|ins_1||726.914|prph|1911|4921
City of Vladimir. Dmitrievskii Cathedral, from the East|col_116|https://www.wdl.org/en/item/6201|ins_1||729.914|prph|1911|4922
Dmitrievskii Cathedral. Vladimir|col_116|https://www.wdl.org/en/item/6202|ins_1||726.914|prph|1911|4923
Dmitrievskii Cathedral. Vladimir|col_116|https://www.wdl.org/en/item/6203|ins_1||726.729.914|prph|1911|4924
Detail of the Dmitrievskii Cathedral. Vladimir|col_116|https://www.wdl.org/en/item/6204|ins_1||729.914|prph|1911|4925
General Site of the City of Vladimir along the Kliazma|col_116|https://www.wdl.org/en/item/6205|ins_1||914|prph|1911|4926
View of the Railroad, City of Vladimir, Kliazma River, and Water-Meadows|col_116|https://www.wdl.org/en/item/6206|ins_1||385.914|prph|1911|4927
View of the Kliazma River and Water-Meadows from the West|col_116|https://www.wdl.org/en/item/6207|ins_1||578.914|prph|1911|4928
Village of Kulkovo on the Chusovaia River|col_111|https://www.wdl.org/en/item/6208|ins_1||914|prph|1912|4929
Village of Vilizhno on the Chusovaia River|col_111|https://www.wdl.org/en/item/6209|ins_1||726.914|prph|1912|4930
Village of Uspenskoe. High Bank of the Chusovaia River|col_111|https://www.wdl.org/en/item/6210|ins_1||914|prph|1912|4931
Floating Logs on the Usolka River, Emptying into the Chusovaia River at the Village of Verkhnie Gorodki|col_111|https://www.wdl.org/en/item/6211|ins_1||728.914|prph|1912|4932
Razsoshka River, Flowing into the Chusovaia River at the Village of Verkhnie Gorodki|col_111|https://www.wdl.org/en/item/6212|ins_1||914|prph|1912|4933
Church of the Nativity of Christ, in the Village of Verkhnie Gorodki|col_111|https://www.wdl.org/en/item/6213|ins_1||726.914|prph|1912|4934
General View of Chusovaia Factories and Railroad Bridge|col_111|https://www.wdl.org/en/item/6214|ins_1||725.914|prph|1912|4935
Shaitanskii Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6215|ins_1||914|prph|1912|4936
Food Warehouse at a Factory in Kusva|col_111|https://www.wdl.org/en/item/6216|ins_1||725.914|prph|1912|4937
Krasnyi Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6217|ins_1||914|prph|1912|4938
Village of Razsolnaia. Extraction of Brown Iron Ore. Chusovaia River|col_111|https://www.wdl.org/en/item/6218|ins_1||338.914|prph|1912|4939
Piat Bratev Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6219|ins_1||914|prph|1912|4940
Piglets|col_111|https://www.wdl.org/en/item/6220|ins_1||636.914|prph|1912|4941
Factory in Kyn Belonging to Count S.A. Stroganov (Work Was Stopped)|col_111|https://www.wdl.org/en/item/6221|ins_1||725.914|prph|1912|4942
Vysokii Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6222|ins_1||914|prph|1912|4943
Kirpichnyi Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6223|ins_1||914|prph|1912|4944
Stolby Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6224|ins_1||914|prph|1912|4945
Hut in the Forest, for Woodcutters and Kuria (Coal Burning)|col_111|https://www.wdl.org/en/item/6225|ins_1||728.914|prph|1912|4946
Pisanyi Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6226|ins_1||914|prph|1912|4947
Stone Cross on the Bank Opposite Pisanyi Rock in Memory of Demidov. Chusovaia River|col_111|https://www.wdl.org/en/item/6227|ins_1||246.914|prph|1912|4948
Olenii Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6228|ins_1||914|prph|1912|4949
Dyrovatyi Rock. A Cave. Chusovaia River|col_111|https://www.wdl.org/en/item/6229|ins_1||914|prph|1912|4950
Omutnoi Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6230|ins_1||914|prph|1912|4951
Omutnoi Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6231|ins_1||914|prph|1912|4952
General View of the Wharf at Kashka. On the Right, the Mouth of the Kashka River|col_111|https://www.wdl.org/en/item/6232|ins_1||914|prph|1912|4953
Confluence of the Mezhevaia Utka River with the Chusovaia River|col_111|https://www.wdl.org/en/item/6233|ins_1||914|prph|1912|4954
Part of the Village of Mezhevaia Utka across the River|col_111|https://www.wdl.org/en/item/6234|ins_1||728.914|prph|1912|4955
Village of Romanovka Seen from Romanovka Rock (a Part of the Rock Is Visible on the Right). Photographed from the Romanovka River|col_111|https://www.wdl.org/en/item/6235|ins_1||728.914|prph|1912|4956
Village of Ilimka|col_111|https://www.wdl.org/en/item/6236|ins_1||728.914|prph|1912|4957
General View of the Village of Martianova from the Isthmus, near Perevolochnyi Rock|col_111|https://www.wdl.org/en/item/6237|ins_1||728.914|prph|1912|4958
Perevolochnyi Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6238|ins_1||914|prph|1912|4959
Spur of Perevolochnyi Rock with Caves. Chusovaia River|col_111|https://www.wdl.org/en/item/6239|ins_1||914|prph|1912|4960
Peasant Hut in the Village of Martianova|col_111|https://www.wdl.org/en/item/6240|ins_1||728.914|prph|1912|4961
Shaitanskii Factory, Ceasing Operations in 1905|col_111|https://www.wdl.org/en/item/6241|ins_1||725.914|prph|1912|4962
Shaitanskii Factory Owned by Count Stenbok-Fermor. Picture Taken from Maksimovskii Rock|col_111|https://www.wdl.org/en/item/6242|ins_1||725.914|prph|1912|4963
Village of Rodina. Chusovaia River|col_111|https://www.wdl.org/en/item/6243|ins_1||728.914|prph|1912|4964
Sokol Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6244|ins_1||914|prph|1912|4965
Brazhkin Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6245|ins_1||914|prph|1912|4966
Slizkoi Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6246|ins_1||914|prph|1912|4967
Night Camp by a Rock on the Bank of the Chusovaia|col_111|https://www.wdl.org/en/item/6247|ins_1||914|prph|1912|4968
Part of Brazhkin Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6248|ins_1||914|prph|1912|4969
Village of Demidova Utka. General View. Chusovaia River|col_111|https://www.wdl.org/en/item/6249|ins_1||728.914|prph|1912|4970
View of Daria River from Kameshek Rock, which Runs into the Chusovaia River at the Village of Zarechnaia Utka. In the Distance - Sabik Hill (Railroad)|col_111|https://www.wdl.org/en/item/6250|ins_1||728.914|prph|1912|4971
Rafts on a Shoal near the Village of Kuria|col_111|https://www.wdl.org/en/item/6251|ins_1||386.914|prph|1912|4972
General View of the Chusovaia River Seen from Vinokurnyi Rock. Lebiazhii Rock Is Visible in the Distance|col_111|https://www.wdl.org/en/item/6252|ins_1||914|prph|1912|4973
General View of Vinokurnyi Rock, from Its Spur. Chusovaia River|col_111|https://www.wdl.org/en/item/6253|ins_1||914|prph|1912|4974
Lebiazhii Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6254|ins_1||914|prph|1912|4975
Zaplotnyi Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6255|ins_1||914|prph|1912|4976
Kurochka Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6256|ins_1||914|prph|1912|4977
Sibirskii Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6257|ins_1||914|prph|1912|4978
Grebeshki Rock. General View. Chusovaia River|col_111|https://www.wdl.org/en/item/6258|ins_1||914|prph|1912|4979
Part of Grebeshki Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6259|ins_1||914|prph|1912|4980
Vysokii Rock below the Village of Treki. Chusovaia River|col_111|https://www.wdl.org/en/item/6260|ins_1||914|prph|1912|4981
Shaitan Rock. General View from the Village of Novaia Derevnia. Chusovaia River|col_111|https://www.wdl.org/en/item/6261|ins_1||914|prph|1912|4982
Spur of Shaitan Rock. Study. Chusovaia River|col_111|https://www.wdl.org/en/item/6262|ins_1||914|prph|1912|4983
Shaitan Rock, the Fighter. Chusovaia River|col_111|https://www.wdl.org/en/item/6263|ins_1||914|prph|1912|4984
Kukushkin Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6264|ins_1||914|prph|1912|4985
Village of Kamenka. General View|col_111|https://www.wdl.org/en/item/6265|ins_1||728.914|prph|1912|4986
Chasovoi Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6266|ins_1||914|prph|1912|4987
Chapel on Georgievskii Rock. The Chapel Is Called Georgievskaia. Chusovaia River|col_111|https://www.wdl.org/en/item/6267|ins_1||726.914|prph|1912|4988
Georgievskii Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6268|ins_1||914|prph|1912|4989
Upper Georgievskii Rock and a General View of the Settlement of Utka. Chusovaia River|col_111|https://www.wdl.org/en/item/6269|ins_1||799.914|prph|1912|4990
Upper Georgievskii Rock. Chusovaia River|col_111|https://www.wdl.org/en/item/6270|ins_1||914|prph|1912|4991
General View of the Village of Palkino (from the South)|col_111|https://www.wdl.org/en/item/6271|ins_1||728.914|prph|1912|4992
Head of Verkhisetskii Pond (View from the West)|col_111|https://www.wdl.org/en/item/6272|ins_1||914|prph|1912|4993
Reshetka River, Four Versts from the Village of Resheta. The Kungur Railway Branch Line Can Be Seen|col_111|https://www.wdl.org/en/item/6273|ins_1||914|prph|1912|4994
Reshotka River Next to the Village of Reshota on the Canal's Axis (from the Southwest)|col_111|https://www.wdl.org/en/item/6274|ins_1||914|prph|1912|4995
Reshotka River Next to the Village of Reshota on the Canal's Axis (View of the Opposite Side)|col_111|https://www.wdl.org/en/item/6275|ins_1||914|prph|1912|4996
Near Zotovskaia Canal on the Axis of the Reshotka River Canal, at the Water Tower of Khrustalnaia Station, on the Perm-Kungur Railroad|col_111|https://www.wdl.org/en/item/6276|ins_1||914|prph|1912|4997
Pumping Station and Dam at Khrustalnaia Station|col_111|https://www.wdl.org/en/item/6277|ins_1||627.914|prph|1912|4998
Khrustalnaia Station on the Perm-Kungur Railroad|col_111|https://www.wdl.org/en/item/6278|ins_1||385.914|prph|1912|4999
General View of the Village of Reshota from Lipovaia Hill|col_111|https://www.wdl.org/en/item/6279|ins_1||728.914|prph|1912|5000
On the Dam of the Reservoir of the Chusovaia River (at the Confluence of the Reshotka River)|col_111|https://www.wdl.org/en/item/6280|ins_1||914|prph|1912|5001
Chusovaia River near the Hydrometric Station at the Confluence of the Reshotka River|col_111|https://www.wdl.org/en/item/6281|ins_1||914|prph|1912|5002
Hydrometric Station. Chusovaia River|col_111|https://www.wdl.org/en/item/6282|ins_1||627.914|prph|1912|5003
Hut of Settler Artemii, Nicknamed Kota, Who Has Lived at This Place More than 40 Years|col_111|https://www.wdl.org/en/item/6283|ins_1||728.914|prph|1912|5004
In the Forest|col_111|https://www.wdl.org/en/item/6284|ins_1||914|prph|1912|5005
View of Chusovskoe Lake from the East Side|col_111|https://www.wdl.org/en/item/6285|ins_1||914|prph|1912|5006
General View of Makarovskoe Reservoir from the Northwest|col_111|https://www.wdl.org/en/item/6286|ins_1||914|prph|1912|5007
Chusovaia River in the Village of Makarovo|col_111|https://www.wdl.org/en/item/6287|ins_1||914|prph|1912|5008
General View of the Village of Makarovo|col_111|https://www.wdl.org/en/item/6288|ins_1||728.914|prph|1912|5009
Washing Brown Iron Ore at the Shilovskii Mine Seven Versts from the Village of Makarovo|col_111|https://www.wdl.org/en/item/6289|ins_1||622.914|prph|1912|5010
Brown Iron Ore Excavated and Piled at the Same Mine|col_111|https://www.wdl.org/en/item/6290|ins_1||622.914|prph|1912|5011
Valley of the Iset River at the Village of Kolchedan|col_111|https://www.wdl.org/en/item/6291|ins_1||914|prph|1912|5012
Village of Kolchedan|col_111|https://www.wdl.org/en/item/6292|ins_1||726.914|prph|1912|5013
Iset River. The Village of Vodolazy Is in the Distance|col_111|https://www.wdl.org/en/item/6293|ins_1||914|prph|1912|5014
Village of Vodolazy, Five Versts from the Village of Kolchedan|col_111|https://www.wdl.org/en/item/6294|ins_1||728.914|prph|1912|5015
Village of Kataiskoe and the Iset River|col_111|https://www.wdl.org/en/item/6295|ins_1||914|prph|1912|5016
City of Dalmatov. View of the Western Section from the Monastery's Bell Tower|col_111|https://www.wdl.org/en/item/6296|ins_1||728.914|prph|1912|5017
City of Dalmatov. View of the Iset River from the Monastery's Bell Tower|col_111|https://www.wdl.org/en/item/6297|ins_1||728.914|prph|1912|5018
View of the Dalmatov Monastery from the Iset River|col_111|https://www.wdl.org/en/item/6298|ins_1||726.914|prph|1912|5019
Assumption Cathedral in the Dalmatov Monastery|col_111|https://www.wdl.org/en/item/6299|ins_1||726.914|prph|1912|5020
Assumption Cathedral in the Dalmatov Monastery|col_111|https://www.wdl.org/en/item/6300|ins_1||726.914|prph|1912|5021
Saint Dalmat's Grave in Assumption Cathedral. Dalmatovo|col_111|https://www.wdl.org/en/item/6301|ins_1||246.914|prph|1912|5022
Saint Dalmat's Hauberk and Helmet. Dalmatovo|col_111|https://www.wdl.org/en/item/6302|ins_1||739.914|prph|1912|5023
Portrait of Saint Dalmat. Dalmatovo|col_111|https://www.wdl.org/en/item/6303|ins_1||246.914|prph|1912|5024
Portrait of Saint Isaak. Dalmatovo|col_111|https://www.wdl.org/en/item/6304|ins_1||246.914|prph|1912|5025
Miraculous Icon Brought by Saint Dalmat. Dalmatovo|col_111|https://www.wdl.org/en/item/6305|ins_1||246.914|prph|1912|5026
On the Way Back from Dalmatovo|col_111|https://www.wdl.org/en/item/6306|ins_1||914|prph|1912|5027
Iset River Valley near Shadrinsk. View from Tumanov Hill|col_111|https://www.wdl.org/en/item/6307|ins_1||728.914|prph|1912|5028
Cathedral in the City of Shadrinsk (150 Years)|col_111|https://www.wdl.org/en/item/6308|ins_1||726.914|prph|1912|5029
Small Town of Kliuchi, Seven Versts from the City of Shadrinsk|col_111|https://www.wdl.org/en/item/6309|ins_1||726.914|prph|1912|5030
Apiary in the Small Town of Kliuchi|col_111|https://www.wdl.org/en/item/6310|ins_1||638.914|prph|1912|5031
Railroad Construction on the Shadrinsk-Sinara Railroad near the City of Shadrinsk|col_111|https://www.wdl.org/en/item/6311|ins_1||625.914|prph|1912|5032
Village of Driannovskoe Twenty-Five Versts from the City of Shadrinsk|col_111|https://www.wdl.org/en/item/6312|ins_1||728.914|prph|1912|5033
Birch Forest|col_111|https://www.wdl.org/en/item/6313|ins_1||583.914|prph|1912|5034
Near Shadrinsk, Twenty-Four Versts. Study. A Chapel Commemorating the Appearance of the Icon of Saint Nicholas the Wonder Worker|col_111|https://www.wdl.org/en/item/6314|ins_1||726.914|prph|1912|5035
Village of Skoty, Eighteen Versts from the City of Kamyshlov|col_111|https://www.wdl.org/en/item/6315|ins_1||726.914|prph|1912|5036
General View from the West of the City of Kamyshlov|col_111|https://www.wdl.org/en/item/6316|ins_1||726.914|prph|1912|5037
Pyshma River near the City of Kamyshlov|col_111|https://www.wdl.org/en/item/6317|ins_1||386.914|prph|1912|5038
Obukhovskie Mineral Springs (Sulfurous and Ferrous) Seven Versts from the City of Kamyshlov|col_111|https://www.wdl.org/en/item/6318|ins_1||914|prph|1912|5039
Pyshma River at the Mineral Springs|col_111|https://www.wdl.org/en/item/6319|ins_1||914|prph|1912|5040
Iset River at the Village of Mekhonskoe|col_111|https://www.wdl.org/en/item/6320|ins_1||726.914|prph|1912|5041
Iset River at the Village of Bakhareva|col_111|https://www.wdl.org/en/item/6321|ins_1||914|prph|1912|5042
City of Ialutorovsk|col_111|https://www.wdl.org/en/item/6322|ins_1||726.914|prph|1912|5043
Trinity Cathedral in the City of Ialutorovsk|col_111|https://www.wdl.org/en/item/6323|ins_1||726.914|prph|1912|5044
Iconostasis in Trinity Cathedral in the City of Ialutorovsk|col_111|https://www.wdl.org/en/item/6324|ins_1||726.914|prph|1912|5045
Part of the Construction of the Left Side of the Bridge (Taken Downriver). Ialutorovsk|col_111|https://www.wdl.org/en/item/6325|ins_1||624.914|prph|1912|5046
Side View of the Railroad Bridge Being Built across the Tobol River. Ialutorovsk|col_111|https://www.wdl.org/en/item/6326|ins_1||624.914|prph|1912|5047
Tura River in the City of Tiumen, View from the Southwest|col_111|https://www.wdl.org/en/item/6327|ins_1||914|prph|1912|5048
Tura River in the City of Tiumen. On the Right Is the Trinity Monastery for Men (View from the East)|col_111|https://www.wdl.org/en/item/6328|ins_1||726.914|prph|1912|5049
Trinity Monastery for Men in the City of Tiumen|col_111|https://www.wdl.org/en/item/6329|ins_1||726.914|prph|1912|5050
Grave of Metropolitan Felofei in the Trinity Monastery Cathedral in Tiumen|col_111|https://www.wdl.org/en/item/6330|ins_1||246.914|prph|1912|5051
View of the Part of Tiumen across the River from the Monastery. From the West. The Church of Saint Georgii|col_111|https://www.wdl.org/en/item/6331|ins_1||726.914|prph|1912|5052
Iambaevskie Yurts Situated Seventeen Versts from the City of Tiumen on the Tura River|col_111|https://www.wdl.org/en/item/6332|ins_1||914|prph|1912|5053
Village of Pokrovskoe on the Tura River|col_111|https://www.wdl.org/en/item/6333|ins_1||726.914|prph|1912|5054
On the Tobol River at the Village of Gilev. Study|col_111|https://www.wdl.org/en/item/6334|ins_1||914|prph|1912|5055
City of Tobolsk from the Northeast. In the Distance One Can See the Confluence of the Tobol and Irtysh Rivers|col_111|https://www.wdl.org/en/item/6335|ins_1||728.914|prph|1912|5056
View of the City of Tobolsk from Assumption Cathedral from the Northwest|col_111|https://www.wdl.org/en/item/6336|ins_1||728.914|prph|1912|5057
Assumption Cathedral in Tobolsk. Rampart and Part of a Fence|col_111|https://www.wdl.org/en/item/6337|ins_1||726.914|prph|1912|5058
Church of Saint Nicholas the Wonder Worker, in Tobolsk (350 Years Old)|col_111|https://www.wdl.org/en/item/6338|ins_1||726.914|prph|1912|5059
Church of the Holy Mother of God, in Tobolsk (300 Years Old)|col_111|https://www.wdl.org/en/item/6339|ins_1||726.914|prph|1912|5060
Church of the Holy Mother of God (from Other Side). Tobolsk|col_111|https://www.wdl.org/en/item/6340|ins_1||726.914|prph|1912|5061
View of the City of Tobolsk from the Bell Tower of the Church of the Transfiguration at the Spiritual Seminary|col_111|https://www.wdl.org/en/item/6341|ins_1||726.914|prph|1912|5062
Confluence of the Irtysh and Tobol Rivers. Tobolsk|col_111|https://www.wdl.org/en/item/6342|ins_1||914|prph|1912|5063
Adobe Buildings and Yurts, Field in Foreground, Trees in Background|col_37|https://www.wdl.org/en/item/6343|ins_1||915|prph|1905|5064
Group of Eleven Adults and Children, Seated on a Rug, in Front of a Yurt|col_37|https://www.wdl.org/en/item/6344|ins_1||305.915|prph|1905/1915|5065
Woman in Traditional Dress and Jewelry Standing on Rug in Front of Yurt|col_37|https://www.wdl.org/en/item/6345|ins_1||391.915|prph|1905/1915|5066
Brick Stairs Leading to Tree-Lined Stream|col_112|https://www.wdl.org/en/item/6346|ins_1||914|prph|1905|5067
Tree-Lined Canal|col_112|https://www.wdl.org/en/item/6347|ins_1||386.914|prph|1905|5068
Four People Seated on a Carpet, in Front of a Backdrop of Textiles|col_37|https://www.wdl.org/en/item/6348|ins_1||391.915|prph|1905/1915|5069
Brick Aqueduct in Park-Like Setting|col_111|https://www.wdl.org/en/item/6349|ins_1||627.914|prph|1905|5070
Sacks Stacked in Storage Room, Pulley System Machinery Mounted along Wall|col_37|https://www.wdl.org/en/item/6350|ins_1||915|prph|1905/1915|5071
Cotton Textile Mill Interior with Machines Producing Cotton Thread, Probably in Tashkent|col_22|https://www.wdl.org/en/item/6351|ins_1||915|prph|1905|5072
View of the City of Tobolsk from the North, from the Bell Tower of the Church of the Transfiguration|col_111|https://www.wdl.org/en/item/6352|ins_1||728.914|prph|1912|5073
Small Town of Vershiny near the City of Tobolsk|col_111|https://www.wdl.org/en/item/6353|ins_1||728.914|prph|1912|5074
Small Town of Vershiny near the City of Tobolsk|col_111|https://www.wdl.org/en/item/6354|ins_1||728.914|prph|1912|5075
Museum of Tobolsk|col_111|https://www.wdl.org/en/item/6355|ins_1||708.914|prph|1912|5076
Right Bank of the Irtysh at the City of Tobolsk from the Southeast|col_111|https://www.wdl.org/en/item/6356|ins_1||914|prph|1912|5077
Assumption Cathedral in the City of Tobolsk from the West|col_111|https://www.wdl.org/en/item/6357|ins_1||726.914|prph|1912|5078
Monument to Ermak in Tobolsk|col_111|https://www.wdl.org/en/item/6358|ins_1||393.914|prph|1912|5079
Tobolsk Waterfront from the North|col_111|https://www.wdl.org/en/item/6359|ins_1||728.914|prph|1912|5080
Sawmill of the Ministry of Agriculture and State Property on the Left Bank of the Tobol River|col_111|https://www.wdl.org/en/item/6360|ins_1||725.914|prph|1912|5081
Steamer Tiumen of the Ministry of Communication and Transportation|col_111|https://www.wdl.org/en/item/6361|ins_1||386.914|prph|1912|5082
Mills (in Ialutorovsk District of Tobolsk Province)|col_111|https://www.wdl.org/en/item/6362|ins_1||914|prph|1912|5083
Construction of a Lock. Beloomut|col_118|https://www.wdl.org/en/item/6363|ins_1||627.914|prph|1912|5084
Construction of Iron-Concrete Frames for the Lock's Walls. Beloomut|col_118|https://www.wdl.org/en/item/6364|ins_1||627.914|prph|1912|5085
Dam's Slender Abutment and Part of the Finished Sill. Beloomut|col_118|https://www.wdl.org/en/item/6365|ins_1||627.914|prph|1912|5086
Laying Concrete for the Dam's Sluice. Beloomut|col_118|https://www.wdl.org/en/item/6366|ins_1||627.914|prph|1912|5087
Water Pumps. Beloomut|col_118|https://www.wdl.org/en/item/6367|ins_1||331.914|prph|1912|5088
Stone Crusher. Beloomut|col_118|https://www.wdl.org/en/item/6368|ins_1||331.914|prph|1912|5089
Sawmill. Oka River|col_118|https://www.wdl.org/en/item/6369|ins_1||674.914|prph|1912|5090
Machine Department. Oka River|col_118|https://www.wdl.org/en/item/6370|ins_1||914|prph|1912|5091
Contractor's Wooden Barracks. Oka River|col_118|https://www.wdl.org/en/item/6371|ins_1||728.914|prph|1912|5092
Barracks of the Ministry of Communication and Transportation. Oka River|col_118|https://www.wdl.org/en/item/6372|ins_1||728.914|prph|1912|5093
