Place,item_id,place_id
North America ,17683,17682
North America ,17684,17683
North America ,17685,17684
North America ,17686,17685
North America ,17687,17686
North America ,17688,17687
North America ,17689,17688
North America ,17690,17689
North America ,17691,17690
North America ,17692,17691
North America ,17693,17692
North America ,17694,17693
North America ,17695,17694
North America ,17696,17695
North America ,17697,17696
North America ,17698,17697
North America ,17699,17698
North America ,17700,17699
North America ,17701,17700
North America ,17702,17701
North America ,17703,17702
North America ,17704,17703
North America ,17705,17704
North America ,17706,17705
North America ,17707,17706
North America ,17708,17707
North America ,17709,17708
North America ,17710,17709
North America ,17711,17710
North America ,17712,17711
North America ,17713,17712
North America ,17714,17713
North America ,17715,17714
North America ,17716,17715
North America ,17717,17716
North America ,17718,17717
North America ,17719,17718
North America ,17720,17719
North America ,17721,17720
North America ,17722,17721
North America ,17723,17722
North America ,17724,17723
North America ,17725,17724
North America ,17726,17725
North America ,17727,17726
North America ,17728,17727
North America ,17729,17728
North America ,17730,17729
North America ,17731,17730
North America ,17732,17731
North America ,17733,17732
North America ,17734,17733
North America ,17735,17734
North America ,17736,17735
North America ,17737,17736
North America ,17738,17737
North America ,17739,17738
North America ,17740,17739
North America ,17741,17740
North America ,17742,17741
North America ,17743,17742
North America ,17744,17743
North America ,17745,17744
North America ,17746,17745
North America ,17747,17746
North America ,17748,17747
North America ,17749,17748
North America ,17750,17749
North America ,17751,17750
North America ,17752,17751
North America ,17753,17752
North America ,17754,17753
North America ,17755,17754
North America ,17756,17755
North America ,17757,17756
North America ,17758,17757
North America ,17759,17758
North America ,17760,17759
North America ,17761,17760
North America ,17762,17761
North America ,17763,17762
North America ,17764,17763
North America ,17765,17764
North America ,17766,17765
North America ,17767,17766
North America ,17768,17767
North America ,17769,17768
North America ,17770,17769
North America ,17771,17770
North America ,17772,17771
North America ,17773,17772
North America ,17774,17773
North America ,17775,17774
North America ,17776,17775
North America ,17777,17776
North America ,17778,17777
North America ,17779,17778
North America ,17780,17779
North America ,17781,17780
North America ,17782,17781
North America ,17783,17782
North America ,17784,17783
North America ,17785,17784
North America ,17786,17785
North America ,17787,17786
North America ,17788,17787
North America ,17789,17788
North America ,17790,17789
North America ,17791,17790
North America ,17792,17791
North America ,17793,17792
North America ,17794,17793
North America ,17795,17794
North America ,17796,17795
North America ,17797,17796
North America ,17798,17797
North America ,17799,17798
North America ,17800,17799
North America ,17801,17800
North America ,17802,17801
North America ,17803,17802
North America ,17804,17803
North America ,17805,17804
North America ,17806,17805
North America ,17807,17806
North America ,17808,17807
North America ,17809,17808
North America ,17810,17809
North America ,17811,17810
North America ,17812,17811
North America ,17813,17812
North America ,17814,17813
North America ,17815,17814
North America ,17816,17815
North America ,17817,17816
North America ,17818,17817
North America ,17819,17818
North America ,17820,17819
North America ,17821,17820
North America ,17822,17821
North America ,17823,17822
North America ,17824,17823
North America ,17825,17824
North America ,17826,17825
North America ,17827,17826
North America ,17828,17827
North America ,17829,17828
North America ,17830,17829
North America ,17831,17830
North America ,17832,17831
North America ,17833,17832
North America ,17834,17833
North America ,17835,17834
North America ,17836,17835
North America ,17837,17836
North America ,17838,17837
North America ,17839,17838
North America ,17840,17839
North America ,17841,17840
North America ,17842,17841
North America ,17843,17842
North America ,17844,17843
North America ,17845,17844
North America ,17846,17845
North America ,17847,17846
Europe ,17848,17847
Latin America and the Caribbean ,17849,17848
Central and South Asia ,17850,17849
North America ,17851,17850
Antarctica,17852,17851
Central and South Asia ,17853,17852
Antarctica,17854,17853
Africa ,17855,17854
Europe ,17856,17855
Europe ,17857,17856
North America ,17858,17857
Europe ,17859,17858
Africa|Latin America and the Caribbean|Middle East and North Africa ,17860,17859
Europe ,17861,17860
Central and South Asia ,17862,17861
Central and South Asia ,17863,17862
Central and South Asia ,17864,17863
Central and South Asia ,17865,17864
Europe ,17866,17865
Latin America and the Caribbean ,17867,17866
Europe ,17868,17867
Europe ,17869,17868
Europe ,17870,17869
Europe ,17871,17870
Europe ,17872,17871
Europe ,17873,17872
Latin America and the Caribbean ,17874,17873
Europe ,17875,17874
Europe ,17876,17875
Latin America and the Caribbean ,17877,17876
Latin America and the Caribbean ,17878,17877
World,17879,17878
Europe ,17880,17879
Europe ,17881,17880
Europe ,17882,17881
Middle East and North Africa ,17883,17882
Middle East and North Africa ,17884,17883
Middle East and North Africa ,17885,17884
Middle East and North Africa ,17886,17885
Middle East and North Africa ,17887,17886
Middle East and North Africa ,17888,17887
Middle East and North Africa ,17889,17888
Middle East and North Africa ,17890,17889
Middle East and North Africa ,17891,17890
Middle East and North Africa ,17892,17891
East Asia ,17893,17892
East Asia ,17894,17893
East Asia ,17895,17894
East Asia ,17896,17895
East Asia ,17897,17896
East Asia ,17898,17897
East Asia ,17899,17898
East Asia ,17900,17899
East Asia ,17901,17900
East Asia ,17902,17901
East Asia ,17903,17902
East Asia ,17904,17903
East Asia ,17905,17904
East Asia ,17906,17905
East Asia ,17907,17906
East Asia ,17908,17907
East Asia ,17909,17908
Europe|Europe ,17910,17909
East Asia ,17911,17910
East Asia ,17912,17911
East Asia ,17913,17912
East Asia ,17914,17913
East Asia ,17915,17914
East Asia ,17916,17915
East Asia ,17917,17916
Latin America and the Caribbean ,17918,17917
East Asia ,17919,17918
East Asia ,17920,17919
Europe ,17921,17920
Europe ,17922,17921
Central and South Asia ,17923,17922
Europe ,17924,17923
East Asia ,17925,17924
Central and South Asia ,17926,17925
Europe ,17927,17926
Europe|Middle East and North Africa,17928,17927
Europe ,17929,17928
Central and South Asia ,17930,17929
Europe ,17931,17930
Europe ,17932,17931
Europe ,17933,17932
Europe ,17934,17933
Europe ,17935,17934
Europe ,17936,17935
Europe ,17937,17936
Europe ,17938,17937
Europe ,17939,17938
Europe ,17940,17939
Europe ,17941,17940
Europe ,17942,17941
Europe ,17943,17942
Europe ,17944,17943
Europe ,17945,17944
Europe ,17946,17945
Europe ,17947,17946
Europe ,17948,17947
Europe ,17949,17948
Europe ,17950,17949
Europe ,17951,17950
Europe ,17952,17951
Europe ,17953,17952
Europe ,17954,17953
Europe ,17955,17954
Europe ,17956,17955
Europe ,17957,17956
Europe ,17958,17957
Europe ,17959,17958
Europe ,17960,17959
Europe ,17961,17960
Europe ,17962,17961
Europe ,17963,17962
Europe ,17964,17963
Europe ,17965,17964
Europe ,17966,17965
Europe ,17967,17966
Europe ,17968,17967
Europe ,17969,17968
Europe ,17970,17969
Central and South Asia ,17971,17970
Europe ,17972,17971
Middle East and North Africa ,17973,17972
Middle East and North Africa,17974,17973
Central and South Asia ,17975,17974
Middle East and North Africa,17976,17975
Middle East and North Africa,17977,17976
Central and South Asia|Middle East and North Africa,17978,17977
Middle East and North Africa ,17979,17978
Central and South Asia ,17980,17979
Central and South Asia|Middle East and North Africa,17981,17980
World,17982,17981
Central and South Asia ,17983,17982
Europe ,17984,17983
World,17985,17984
Middle East and North Africa,17986,17985
Middle East and North Africa ,17987,17986
Central and South Asia ,17988,17987
Central and South Asia|Middle East and North Africa,17989,17988
Central and South Asia ,17990,17989
Central and South Asia|Central and South Asia ,17991,17990
World,17992,17991
Middle East and North Africa ,17993,17992
Middle East and North Africa ,17994,17993
Europe ,17995,17994
Central and South Asia ,17996,17995
Central and South Asia ,17997,17996
Central and South Asia ,17998,17997
Central and South Asia ,17999,17998
Central and South Asia ,18000,17999
Central and South Asia ,18001,18000
Middle East and North Africa ,18002,18001
Middle East and North Africa ,18003,18002
Middle East and North Africa ,18004,18003
Middle East and North Africa,18005,18004
Europe ,18006,18005
Middle East and North Africa,18007,18006
Middle East and North Africa ,18008,18007
Central and South Asia ,18009,18008
Africa|Central and South Asia|Europe|Middle East and North Africa,18010,18009
Central and South Asia ,18011,18010
Central and South Asia|Europe ,18012,18011
Central and South Asia ,18013,18012
Europe ,18014,18013
Central and South Asia|Europe|Middle East and North Africa,18015,18014
Central and South Asia ,18016,18015
Europe ,18017,18016
Europe ,18018,18017
Europe ,18019,18018
Europe ,18020,18019
Europe ,18021,18020
Europe ,18022,18021
Europe ,18023,18022
Europe ,18024,18023
Middle East and North Africa ,18025,18024
Europe ,18026,18025
Europe ,18027,18026
Europe ,18028,18027
Europe ,18029,18028
Europe ,18030,18029
Central and South Asia ,18031,18030
Europe ,18032,18031
Europe ,18033,18032
Europe ,18034,18033
Central and South Asia ,18035,18034
Europe ,18036,18035
Europe ,18037,18036
Europe ,18038,18037
Europe ,18039,18038
Europe ,18040,18039
Europe ,18041,18040
Europe ,18042,18041
Europe ,18043,18042
Europe ,18044,18043
Europe ,18045,18044
Europe ,18046,18045
Europe ,18047,18046
Europe ,18048,18047
Europe ,18049,18048
Europe ,18050,18049
Europe ,18051,18050
Europe ,18052,18051
Europe ,18053,18052
Europe ,18054,18053
Europe ,18055,18054
Europe ,18056,18055
Europe ,18057,18056
Europe ,18058,18057
Europe ,18059,18058
Europe ,18060,18059
Europe ,18061,18060
Europe ,18062,18061
Europe ,18063,18062
Europe ,18064,18063
Europe ,18065,18064
Europe ,18066,18065
Europe ,18067,18066
Europe ,18068,18067
Europe ,18069,18068
Europe ,18070,18069
Europe ,18071,18070
Europe ,18072,18071
Europe ,18073,18072
Europe ,18074,18073
Europe ,18075,18074
Europe ,18076,18075
Europe ,18077,18076
Europe ,18078,18077
Europe ,18079,18078
Europe ,18080,18079
Europe ,18081,18080
Europe ,18082,18081
Europe ,18083,18082
Europe ,18084,18083
Europe ,18085,18084
Europe ,18086,18085
Europe ,18087,18086
Europe ,18088,18087
Europe ,18089,18088
Europe ,18090,18089
Europe ,18091,18090
Europe ,18092,18091
Europe ,18093,18092
Europe ,18094,18093
Europe ,18095,18094
Europe ,18096,18095
Europe ,18097,18096
Europe ,18098,18097
Europe ,18099,18098
Europe ,18100,18099
Europe ,18101,18100
Europe ,18102,18101
Europe ,18103,18102
Europe ,18104,18103
Europe ,18105,18104
Europe ,18106,18105
Europe ,18107,18106
Europe ,18108,18107
Europe ,18109,18108
Europe ,18110,18109
Europe ,18111,18110
Europe ,18112,18111
Europe ,18113,18112
Europe ,18114,18113
Europe ,18115,18114
Europe ,18116,18115
Europe ,18117,18116
Europe ,18118,18117
Europe ,18119,18118
Europe ,18120,18119
Europe ,18121,18120
Europe ,18122,18121
Europe ,18123,18122
Europe ,18124,18123
Europe ,18125,18124
Europe ,18126,18125
Europe ,18127,18126
Europe ,18128,18127
Europe ,18129,18128
Europe ,18130,18129
Europe ,18131,18130
Europe ,18132,18131
Europe ,18133,18132
Europe ,18134,18133
Europe ,18135,18134
Europe ,18136,18135
Europe ,18137,18136
Europe ,18138,18137
Europe ,18139,18138
Europe ,18140,18139
Europe ,18141,18140
Europe ,18142,18141
Europe ,18143,18142
Europe ,18144,18143
Europe ,18145,18144
Europe ,18146,18145
Europe ,18147,18146
Europe ,18148,18147
Europe ,18149,18148
Europe ,18150,18149
Europe ,18151,18150
Europe ,18152,18151
Europe ,18153,18152
Europe ,18154,18153
Europe ,18155,18154
Europe ,18156,18155
Europe ,18157,18156
Europe ,18158,18157
Europe ,18159,18158
Europe ,18160,18159
Europe ,18161,18160
Europe ,18162,18161
Europe ,18163,18162
Europe ,18164,18163
Europe ,18165,18164
Europe ,18166,18165
Europe ,18167,18166
Europe ,18168,18167
Europe ,18169,18168
Europe ,18170,18169
Europe ,18171,18170
Europe ,18172,18171
Europe ,18173,18172
Europe ,18174,18173
Europe ,18175,18174
Europe ,18176,18175
Europe ,18177,18176
Europe ,18178,18177
Europe ,18179,18178
Europe ,18180,18179
Europe ,18181,18180
Europe ,18182,18181
Europe ,18183,18182
Europe ,18184,18183
Europe ,18185,18184
Europe ,18186,18185
Europe ,18187,18186
Europe ,18188,18187
Europe ,18189,18188
Europe ,18190,18189
Europe ,18191,18190
Europe ,18192,18191
Europe ,18193,18192
Europe ,18194,18193
Europe ,18195,18194
Europe ,18196,18195
Europe ,18197,18196
Europe ,18198,18197
Europe ,18199,18198
Europe ,18200,18199
Europe ,18201,18200
Europe ,18202,18201
Europe ,18203,18202
Europe ,18204,18203
Europe ,18205,18204
Europe ,18206,18205
Europe ,18207,18206
Europe ,18208,18207
Europe ,18209,18208
Europe ,18210,18209
Europe ,18211,18210
Europe ,18212,18211
Europe ,18213,18212
Europe ,18214,18213
Europe ,18215,18214
Europe ,18216,18215
Europe ,18217,18216
Europe ,18218,18217
Europe ,18219,18218
Europe ,18220,18219
Europe ,18221,18220
Europe ,18222,18221
Europe ,18223,18222
Europe ,18224,18223
Europe ,18225,18224
Europe ,18226,18225
Europe ,18227,18226
Europe ,18228,18227
Europe ,18229,18228
Europe ,18230,18229
Europe ,18231,18230
Europe ,18232,18231
Europe ,18233,18232
Europe ,18234,18233
Europe ,18235,18234
Europe ,18236,18235
Europe ,18237,18236
Europe ,18238,18237
Europe ,18239,18238
East Asia ,18240,18239
East Asia ,18241,18240
East Asia ,18242,18241
East Asia ,18243,18242
East Asia ,18244,18243
East Asia ,18245,18244
East Asia ,18246,18245
East Asia ,18247,18246
East Asia ,18248,18247
East Asia ,18249,18248
East Asia ,18250,18249
East Asia ,18251,18250
East Asia ,18252,18251
East Asia ,18253,18252
East Asia ,18254,18253
East Asia ,18255,18254
East Asia ,18256,18255
East Asia ,18257,18256
East Asia ,18258,18257
East Asia ,18259,18258
East Asia ,18260,18259
East Asia ,18261,18260
East Asia ,18262,18261
East Asia ,18263,18262
East Asia ,18264,18263
East Asia ,18265,18264
East Asia ,18266,18265
East Asia ,18267,18266
East Asia ,18268,18267
East Asia ,18269,18268
East Asia ,18270,18269
East Asia ,18271,18270
East Asia ,18272,18271
East Asia ,18273,18272
East Asia ,18274,18273
East Asia ,18275,18274
East Asia ,18276,18275
East Asia ,18277,18276
East Asia ,18278,18277
East Asia ,18279,18278
East Asia ,18280,18279
East Asia ,18281,18280
East Asia ,18282,18281
East Asia ,18283,18282
East Asia ,18284,18283
East Asia ,18285,18284
East Asia ,18286,18285
East Asia ,18287,18286
East Asia ,18288,18287
East Asia ,18289,18288
East Asia ,18290,18289
East Asia ,18291,18290
East Asia ,18292,18291
East Asia ,18293,18292
East Asia ,18294,18293
East Asia ,18295,18294
East Asia ,18296,18295
East Asia ,18297,18296
East Asia ,18298,18297
East Asia ,18299,18298
East Asia ,18300,18299
East Asia ,18301,18300
East Asia ,18302,18301
East Asia ,18303,18302
North America ,18304,18303
Africa ,18305,18304
Africa ,18306,18305
Africa,18307,18306
Africa ,18308,18307
Africa ,18309,18308
Africa ,18310,18309
Africa ,18311,18310
Africa ,18312,18311
Europe ,18313,18312
Africa ,18314,18313
Africa ,18315,18314
Africa ,18316,18315
Africa ,18317,18316
Latin America and the Caribbean ,18318,18317
Europe ,18319,18318
Europe ,18320,18319
Europe ,18321,18320
Latin America and the Caribbean ,18322,18321
Latin America and the Caribbean ,18323,18322
Latin America and the Caribbean ,18324,18323
Latin America and the Caribbean ,18325,18324
Latin America and the Caribbean ,18326,18325
Latin America and the Caribbean ,18327,18326
Latin America and the Caribbean ,18328,18327
Latin America and the Caribbean ,18329,18328
Latin America and the Caribbean ,18330,18329
Latin America and the Caribbean ,18331,18330
Latin America and the Caribbean ,18332,18331
Latin America and the Caribbean ,18333,18332
Latin America and the Caribbean ,18334,18333
Latin America and the Caribbean ,18335,18334
Latin America and the Caribbean ,18336,18335
Latin America and the Caribbean ,18337,18336
Latin America and the Caribbean ,18338,18337
Latin America and the Caribbean ,18339,18338
Latin America and the Caribbean ,18340,18339
Latin America and the Caribbean ,18341,18340
Latin America and the Caribbean ,18342,18341
Latin America and the Caribbean ,18343,18342
Latin America and the Caribbean ,18344,18343
Latin America and the Caribbean ,18345,18344
Latin America and the Caribbean ,18346,18345
Latin America and the Caribbean ,18347,18346
Latin America and the Caribbean ,18348,18347
Latin America and the Caribbean ,18349,18348
Latin America and the Caribbean ,18350,18349
Latin America and the Caribbean ,18351,18350
Latin America and the Caribbean ,18352,18351
Latin America and the Caribbean ,18353,18352
Latin America and the Caribbean ,18354,18353
Latin America and the Caribbean ,18355,18354
Latin America and the Caribbean ,18356,18355
Latin America and the Caribbean ,18357,18356
Latin America and the Caribbean ,18358,18357
Latin America and the Caribbean ,18359,18358
Latin America and the Caribbean ,18360,18359
Latin America and the Caribbean ,18361,18360
Latin America and the Caribbean ,18362,18361
Latin America and the Caribbean ,18363,18362
Latin America and the Caribbean ,18364,18363
Latin America and the Caribbean ,18365,18364
Latin America and the Caribbean ,18366,18365
Latin America and the Caribbean ,18367,18366
Latin America and the Caribbean ,18368,18367
Latin America and the Caribbean ,18369,18368
Latin America and the Caribbean ,18370,18369
Latin America and the Caribbean ,18371,18370
Latin America and the Caribbean ,18372,18371
Latin America and the Caribbean ,18373,18372
Latin America and the Caribbean ,18374,18373
Latin America and the Caribbean ,18375,18374
Latin America and the Caribbean ,18376,18375
Latin America and the Caribbean ,18377,18376
Latin America and the Caribbean ,18378,18377
Latin America and the Caribbean ,18379,18378
Latin America and the Caribbean ,18380,18379
Latin America and the Caribbean ,18381,18380
Latin America and the Caribbean ,18382,18381
Latin America and the Caribbean ,18383,18382
Latin America and the Caribbean ,18384,18383
Latin America and the Caribbean ,18385,18384
Latin America and the Caribbean ,18386,18385
Latin America and the Caribbean ,18387,18386
Latin America and the Caribbean ,18388,18387
Latin America and the Caribbean ,18389,18388
Latin America and the Caribbean ,18390,18389
Latin America and the Caribbean ,18391,18390
Latin America and the Caribbean ,18392,18391
Latin America and the Caribbean ,18393,18392
Latin America and the Caribbean ,18394,18393
Latin America and the Caribbean ,18395,18394
Latin America and the Caribbean ,18396,18395
Latin America and the Caribbean ,18397,18396
Latin America and the Caribbean ,18398,18397
Latin America and the Caribbean ,18399,18398
Latin America and the Caribbean ,18400,18399
Latin America and the Caribbean ,18401,18400
Latin America and the Caribbean ,18402,18401
Latin America and the Caribbean ,18403,18402
Latin America and the Caribbean ,18404,18403
Latin America and the Caribbean ,18405,18404
Latin America and the Caribbean ,18406,18405
Latin America and the Caribbean ,18407,18406
Latin America and the Caribbean ,18408,18407
Latin America and the Caribbean ,18409,18408
Latin America and the Caribbean ,18410,18409
Latin America and the Caribbean ,18411,18410
Latin America and the Caribbean ,18412,18411
Latin America and the Caribbean ,18413,18412
Latin America and the Caribbean ,18414,18413
Latin America and the Caribbean ,18415,18414
Latin America and the Caribbean ,18416,18415
Latin America and the Caribbean ,18417,18416
Latin America and the Caribbean ,18418,18417
Latin America and the Caribbean ,18419,18418
Latin America and the Caribbean ,18420,18419
Latin America and the Caribbean ,18421,18420
Latin America and the Caribbean ,18422,18421
Latin America and the Caribbean ,18423,18422
Latin America and the Caribbean ,18424,18423
Latin America and the Caribbean ,18425,18424
Latin America and the Caribbean ,18426,18425
Latin America and the Caribbean ,18427,18426
Latin America and the Caribbean ,18428,18427
Latin America and the Caribbean ,18429,18428
Latin America and the Caribbean ,18430,18429
Latin America and the Caribbean ,18431,18430
Latin America and the Caribbean ,18432,18431
Latin America and the Caribbean ,18433,18432
Latin America and the Caribbean ,18434,18433
Latin America and the Caribbean ,18435,18434
Latin America and the Caribbean ,18436,18435
Latin America and the Caribbean ,18437,18436
Latin America and the Caribbean ,18438,18437
Latin America and the Caribbean ,18439,18438
Latin America and the Caribbean ,18440,18439
Latin America and the Caribbean ,18441,18440
Latin America and the Caribbean ,18442,18441
Latin America and the Caribbean ,18443,18442
Latin America and the Caribbean ,18444,18443
Latin America and the Caribbean ,18445,18444
Latin America and the Caribbean ,18446,18445
Latin America and the Caribbean ,18447,18446
Latin America and the Caribbean ,18448,18447
Latin America and the Caribbean ,18449,18448
Latin America and the Caribbean ,18450,18449
Latin America and the Caribbean ,18451,18450
Latin America and the Caribbean ,18452,18451
Latin America and the Caribbean ,18453,18452
Latin America and the Caribbean ,18454,18453
Latin America and the Caribbean ,18455,18454
Latin America and the Caribbean ,18456,18455
Latin America and the Caribbean ,18457,18456
Latin America and the Caribbean ,18458,18457
Latin America and the Caribbean ,18459,18458
Latin America and the Caribbean ,18460,18459
Latin America and the Caribbean ,18461,18460
Latin America and the Caribbean ,18462,18461
Latin America and the Caribbean ,18463,18462
Latin America and the Caribbean ,18464,18463
Latin America and the Caribbean ,18465,18464
Latin America and the Caribbean ,18466,18465
Latin America and the Caribbean ,18467,18466
Latin America and the Caribbean ,18468,18467
Latin America and the Caribbean ,18469,18468
Latin America and the Caribbean ,18470,18469
Latin America and the Caribbean ,18471,18470
Latin America and the Caribbean ,18472,18471
Latin America and the Caribbean ,18473,18472
Latin America and the Caribbean ,18474,18473
Latin America and the Caribbean ,18475,18474
Latin America and the Caribbean ,18476,18475
Latin America and the Caribbean ,18477,18476
Latin America and the Caribbean ,18478,18477
Latin America and the Caribbean ,18479,18478
Latin America and the Caribbean ,18480,18479
Latin America and the Caribbean ,18481,18480
Latin America and the Caribbean ,18482,18481
Latin America and the Caribbean ,18483,18482
Latin America and the Caribbean ,18484,18483
Latin America and the Caribbean ,18485,18484
Latin America and the Caribbean ,18486,18485
Latin America and the Caribbean ,18487,18486
Latin America and the Caribbean ,18488,18487
Latin America and the Caribbean ,18489,18488
Latin America and the Caribbean ,18490,18489
Latin America and the Caribbean ,18491,18490
Latin America and the Caribbean ,18492,18491
Latin America and the Caribbean ,18493,18492
Latin America and the Caribbean ,18494,18493
Latin America and the Caribbean ,18495,18494
Latin America and the Caribbean ,18496,18495
Latin America and the Caribbean ,18497,18496
Latin America and the Caribbean ,18498,18497
Latin America and the Caribbean ,18499,18498
Latin America and the Caribbean ,18500,18499
Latin America and the Caribbean ,18501,18500
Latin America and the Caribbean ,18502,18501
Latin America and the Caribbean ,18503,18502
Latin America and the Caribbean ,18504,18503
Latin America and the Caribbean ,18505,18504
Latin America and the Caribbean ,18506,18505
Latin America and the Caribbean ,18507,18506
Latin America and the Caribbean ,18508,18507
Latin America and the Caribbean ,18509,18508
Latin America and the Caribbean ,18510,18509
Latin America and the Caribbean ,18511,18510
Latin America and the Caribbean ,18512,18511
Latin America and the Caribbean ,18513,18512
Latin America and the Caribbean ,18514,18513
Latin America and the Caribbean ,18515,18514
Latin America and the Caribbean ,18516,18515
Latin America and the Caribbean ,18517,18516
Latin America and the Caribbean ,18518,18517
Latin America and the Caribbean ,18519,18518
Latin America and the Caribbean ,18520,18519
Latin America and the Caribbean ,18521,18520
Latin America and the Caribbean ,18522,18521
Latin America and the Caribbean ,18523,18522
Latin America and the Caribbean ,18524,18523
Latin America and the Caribbean ,18525,18524
Latin America and the Caribbean ,18526,18525
Latin America and the Caribbean ,18527,18526
Latin America and the Caribbean ,18528,18527
Latin America and the Caribbean ,18529,18528
Latin America and the Caribbean ,18530,18529
Latin America and the Caribbean ,18531,18530
Latin America and the Caribbean ,18532,18531
Latin America and the Caribbean ,18533,18532
Latin America and the Caribbean ,18534,18533
Latin America and the Caribbean ,18535,18534
Latin America and the Caribbean ,18536,18535
Latin America and the Caribbean ,18537,18536
Latin America and the Caribbean ,18538,18537
Latin America and the Caribbean ,18539,18538
Latin America and the Caribbean ,18540,18539
Latin America and the Caribbean ,18541,18540
Latin America and the Caribbean ,18542,18541
Latin America and the Caribbean ,18543,18542
Latin America and the Caribbean ,18544,18543
Latin America and the Caribbean ,18545,18544
Latin America and the Caribbean ,18546,18545
Latin America and the Caribbean ,18547,18546
Latin America and the Caribbean ,18548,18547
Latin America and the Caribbean ,18549,18548
Latin America and the Caribbean ,18550,18549
Latin America and the Caribbean ,18551,18550
Latin America and the Caribbean ,18552,18551
Latin America and the Caribbean ,18553,18552
Latin America and the Caribbean ,18554,18553
Latin America and the Caribbean ,18555,18554
Latin America and the Caribbean ,18556,18555
Latin America and the Caribbean ,18557,18556
Latin America and the Caribbean ,18558,18557
Latin America and the Caribbean ,18559,18558
Latin America and the Caribbean ,18560,18559
Latin America and the Caribbean ,18561,18560
Latin America and the Caribbean ,18562,18561
Latin America and the Caribbean ,18563,18562
Latin America and the Caribbean ,18564,18563
Latin America and the Caribbean ,18565,18564
Latin America and the Caribbean ,18566,18565
Latin America and the Caribbean ,18567,18566
Latin America and the Caribbean ,18568,18567
Latin America and the Caribbean ,18569,18568
Latin America and the Caribbean ,18570,18569
Latin America and the Caribbean ,18571,18570
Latin America and the Caribbean ,18572,18571
Latin America and the Caribbean ,18573,18572
Latin America and the Caribbean ,18574,18573
Latin America and the Caribbean ,18575,18574
Latin America and the Caribbean ,18576,18575
Latin America and the Caribbean ,18577,18576
Latin America and the Caribbean ,18578,18577
Latin America and the Caribbean ,18579,18578
Latin America and the Caribbean ,18580,18579
Latin America and the Caribbean ,18581,18580
Latin America and the Caribbean ,18582,18581
Latin America and the Caribbean ,18583,18582
Latin America and the Caribbean ,18584,18583
Latin America and the Caribbean ,18585,18584
Latin America and the Caribbean ,18586,18585
Latin America and the Caribbean ,18587,18586
Latin America and the Caribbean ,18588,18587
Latin America and the Caribbean ,18589,18588
Latin America and the Caribbean ,18590,18589
Latin America and the Caribbean ,18591,18590
Latin America and the Caribbean ,18592,18591
Latin America and the Caribbean ,18593,18592
Latin America and the Caribbean ,18594,18593
Latin America and the Caribbean ,18595,18594
Latin America and the Caribbean ,18596,18595
Latin America and the Caribbean ,18597,18596
Latin America and the Caribbean ,18598,18597
Latin America and the Caribbean ,18599,18598
Latin America and the Caribbean ,18600,18599
Latin America and the Caribbean ,18601,18600
Latin America and the Caribbean ,18602,18601
Latin America and the Caribbean ,18603,18602
Latin America and the Caribbean ,18604,18603
Latin America and the Caribbean ,18605,18604
Latin America and the Caribbean ,18606,18605
Latin America and the Caribbean ,18607,18606
Latin America and the Caribbean ,18608,18607
Latin America and the Caribbean ,18609,18608
Latin America and the Caribbean ,18610,18609
Latin America and the Caribbean ,18611,18610
Latin America and the Caribbean ,18612,18611
Latin America and the Caribbean ,18613,18612
Latin America and the Caribbean ,18614,18613
Latin America and the Caribbean ,18615,18614
Latin America and the Caribbean ,18616,18615
Latin America and the Caribbean ,18617,18616
Latin America and the Caribbean ,18618,18617
Latin America and the Caribbean ,18619,18618
Latin America and the Caribbean ,18620,18619
Latin America and the Caribbean ,18621,18620
Latin America and the Caribbean ,18622,18621
Latin America and the Caribbean ,18623,18622
Latin America and the Caribbean ,18624,18623
Latin America and the Caribbean ,18625,18624
Latin America and the Caribbean ,18626,18625
Latin America and the Caribbean ,18627,18626
Latin America and the Caribbean ,18628,18627
Latin America and the Caribbean ,18629,18628
Latin America and the Caribbean ,18630,18629
Latin America and the Caribbean ,18631,18630
Latin America and the Caribbean ,18632,18631
Latin America and the Caribbean ,18633,18632
Latin America and the Caribbean ,18634,18633
Latin America and the Caribbean ,18635,18634
Latin America and the Caribbean ,18636,18635
Latin America and the Caribbean ,18637,18636
Latin America and the Caribbean ,18638,18637
Latin America and the Caribbean ,18639,18638
Latin America and the Caribbean ,18640,18639
Latin America and the Caribbean ,18641,18640
Latin America and the Caribbean ,18642,18641
Latin America and the Caribbean ,18643,18642
Latin America and the Caribbean ,18644,18643
Latin America and the Caribbean ,18645,18644
Latin America and the Caribbean ,18646,18645
Latin America and the Caribbean ,18647,18646
Latin America and the Caribbean ,18648,18647
Latin America and the Caribbean ,18649,18648
Latin America and the Caribbean ,18650,18649
Latin America and the Caribbean ,18651,18650
Latin America and the Caribbean ,18652,18651
Latin America and the Caribbean ,18653,18652
Latin America and the Caribbean ,18654,18653
Latin America and the Caribbean ,18655,18654
Latin America and the Caribbean ,18656,18655
Latin America and the Caribbean ,18657,18656
Latin America and the Caribbean ,18658,18657
Latin America and the Caribbean ,18659,18658
Latin America and the Caribbean ,18660,18659
Latin America and the Caribbean ,18661,18660
Latin America and the Caribbean ,18662,18661
Latin America and the Caribbean ,18663,18662
Latin America and the Caribbean ,18664,18663
Latin America and the Caribbean ,18665,18664
Latin America and the Caribbean ,18666,18665
Latin America and the Caribbean ,18667,18666
Latin America and the Caribbean ,18668,18667
